X: (Hz),Y: (A)
2.29483e+08,0.000239367
2.295e+08,0.000102064
2.29517e+08,0.000521853
2.29533e+08,0.000454972
2.2955e+08,0.000285717
2.29567e+08,0.000202781
2.29583e+08,0.000118078
2.296e+08,0.000300278
2.29617e+08,0.000132073
2.29633e+08,0.000308779
2.2965e+08,0.000275948
2.29667e+08,0.000139534
2.29683e+08,0.000126236
2.297e+08,0.000175594
2.29717e+08,0.000202559
2.29733e+08,0.000553128
2.2975e+08,0.000429215
2.29767e+08,0.000175304
2.29783e+08,0.000243725
2.298e+08,0.000264263
2.29817e+08,8.32001e-05
2.29833e+08,0.0001571
2.2985e+08,0.000288311
2.29867e+08,0.000505749
2.29883e+08,0.000495652
2.299e+08,0.000249022
2.29917e+08,0.00047184
2.29933e+08,0.000306171
2.2995e+08,0.000254402
2.29967e+08,0.000206613
2.29983e+08,0.000257125
2.3e+08,0.000331238
2.30017e+08,0.000148956
2.30033e+08,0.000764361
2.3005e+08,0.000570175
2.30067e+08,0.000259687
2.30083e+08,0.000148854
2.301e+08,0.000346473
2.30117e+08,0.000423464
2.30133e+08,0.000248607
2.3015e+08,0.000233933
2.30167e+08,0.000329861
2.30183e+08,0.000189928
2.302e+08,0.000132753
2.30217e+08,0.000199992
2.30233e+08,0.000147159
2.3025e+08,0.000154316
2.30267e+08,0.000380853
2.30283e+08,0.000125641
2.303e+08,0.000238947
2.30317e+08,0.000179143
2.30333e+08,0.000148475
2.3035e+08,0.000325074
2.30367e+08,0.00036673
2.30383e+08,0.000342728
2.304e+08,0.000223642
2.30417e+08,8.11651e-05
2.30433e+08,0.000152352
2.3045e+08,0.000364524
2.30467e+08,0.000164677
2.30483e+08,0.000239299
2.305e+08,0.000419872
2.30517e+08,0.000601075
2.30533e+08,0.000392443
2.3055e+08,0.000284382
2.30567e+08,0.000793385
2.30583e+08,0.00072246
2.306e+08,0.000492626
2.30617e+08,0.000290156
2.30633e+08,0.000239264
2.3065e+08,0.000164076
2.30667e+08,0.000228985
2.30683e+08,0.000539623
2.307e+08,0.000178301
2.30717e+08,0.000374189
2.30733e+08,0.000331719
2.3075e+08,0.000146332
2.30767e+08,0.000142973
2.30783e+08,0.000364639
2.308e+08,0.000273195
2.30817e+08,9.98851e-05
2.30833e+08,0.000141083
2.3085e+08,6.25936e-05
2.30867e+08,0.000389749
2.30883e+08,0.00051962
2.309e+08,8.20357e-05
2.30917e+08,0.000556554
2.30933e+08,0.000453358
2.3095e+08,0.000227401
2.30967e+08,0.000446652
2.30983e+08,0.000380443
2.31e+08,0.000122799
2.31017e+08,0.000327124
2.31033e+08,0.000502988
2.3105e+08,0.000706641
2.31067e+08,0.000527795
2.31083e+08,0.000354365
2.311e+08,8.16896e-05
2.31117e+08,0.000331785
2.31133e+08,0.000381055
2.3115e+08,0.000352474
2.31167e+08,0.000262005
2.31183e+08,0.000229869
2.312e+08,0.000245007
2.31217e+08,0.000300658
2.31233e+08,0.000563629
2.3125e+08,0.000404859
2.31267e+08,0.000264712
2.31283e+08,0.000108734
2.313e+08,0.000341326
2.31317e+08,0.000551688
2.31333e+08,0.000556793
2.3135e+08,0.000423474
2.31367e+08,0.000147874
2.31383e+08,0.000215799
2.314e+08,0.000251128
2.31417e+08,0.000324512
2.31433e+08,0.000395688
2.3145e+08,7.41743e-05
2.31467e+08,0.000251217
2.31483e+08,0.000264792
2.315e+08,0.000486263
2.31517e+08,0.000119229
2.31533e+08,0.000202555
2.3155e+08,0.000196816
2.31567e+08,0.000237785
2.31583e+08,6.92904e-05
2.316e+08,0.000267558
2.31617e+08,0.000220781
2.31633e+08,0.000189105
2.3165e+08,0.000269621
2.31667e+08,0.00014434
2.31683e+08,0.000177707
2.317e+08,0.000153135
2.31717e+08,0.00013501
2.31733e+08,0.000496763
2.3175e+08,0.000434649
2.31767e+08,0.000127027
2.31783e+08,6.56198e-05
2.318e+08,0.000220373
2.31817e+08,0.000254457
2.31833e+08,0.000316668
2.3185e+08,0.000228886
2.31867e+08,0.000384759
2.31883e+08,0.000322915
2.319e+08,0.000169301
2.31917e+08,0.000551685
2.31933e+08,0.00054515
2.3195e+08,0.000104577
2.31967e+08,0.0001678
2.31983e+08,0.000464424
2.32e+08,0.000492519
2.32017e+08,0.000517578
2.32033e+08,0.000712839
2.3205e+08,0.000439427
2.32067e+08,0.000345874
2.32083e+08,0.00047752
2.321e+08,0.000504576
2.32117e+08,0.000314532
2.32133e+08,0.000263549
2.3215e+08,0.000335119
2.32167e+08,0.000257159
2.32183e+08,0.000127263
2.322e+08,0.00013656
2.32217e+08,0.000158187
2.32233e+08,0.000548973
2.3225e+08,0.000290018
2.32267e+08,0.000236932
2.32283e+08,0.000384995
2.323e+08,0.000175236
2.32317e+08,0.000431651
2.32333e+08,0.000108047
2.3235e+08,0.000301013
2.32367e+08,0.000260527
2.32383e+08,6.31549e-05
2.324e+08,0.000303119
2.32417e+08,0.000436986
2.32433e+08,0.000362963
2.3245e+08,0.000118318
2.32467e+08,0.000262835
2.32483e+08,0.000161312
2.325e+08,0.000321717
2.32517e+08,0.000145156
2.32533e+08,0.000309071
2.3255e+08,0.000354309
2.32567e+08,0.000350774
2.32583e+08,0.000308092
2.326e+08,5.66104e-05
2.32617e+08,0.000560866
2.32633e+08,0.000532978
2.3265e+08,0.00030191
2.32667e+08,0.000211755
2.32683e+08,0.000164105
2.327e+08,0.000530187
2.32717e+08,0.000363748
2.32733e+08,0.000342549
2.3275e+08,0.00049963
2.32767e+08,0.00030841
2.32783e+08,0.000355295
2.328e+08,0.000358084
2.32817e+08,0.0004715
2.32833e+08,0.000247399
2.3285e+08,6.38536e-05
2.32867e+08,0.000222729
2.32883e+08,0.000226982
2.329e+08,6.97877e-05
2.32917e+08,0.000218851
2.32933e+08,0.000319726
2.3295e+08,5.72116e-05
2.32967e+08,0.000142869
2.32983e+08,0.000144474
2.33e+08,8.45478e-05
2.33017e+08,0.000140907
2.33033e+08,0.000374561
2.3305e+08,0.000162048
2.33067e+08,2.75745e-05
2.33083e+08,0.000296537
2.331e+08,0.00013864
2.33117e+08,0.000232276
2.33133e+08,0.000119802
2.3315e+08,0.00024796
2.33167e+08,0.000512631
2.33183e+08,0.000383512
2.332e+08,0.000213461
2.33217e+08,0.00015825
2.33233e+08,0.000255707
2.3325e+08,0.000225551
2.33267e+08,0.000291783
2.33283e+08,6.93436e-05
2.333e+08,0.00022502
2.33317e+08,0.000618092
2.33333e+08,0.000714665
2.3335e+08,0.000540412
2.33367e+08,0.000384127
2.33383e+08,0.000673398
2.334e+08,0.000719065
2.33417e+08,0.000503636
2.33433e+08,8.99594e-05
2.3345e+08,0.000101268
2.33467e+08,5.93602e-05
2.33483e+08,0.000192095
2.335e+08,0.000293265
2.33517e+08,6.24903e-05
2.33533e+08,0.000190084
2.3355e+08,0.000246665
2.33567e+08,0.000513049
2.33583e+08,0.000366337
2.336e+08,0.000219303
2.33617e+08,0.000286028
2.33633e+08,0.000353905
2.3365e+08,0.000239286
2.33667e+08,0.000478478
2.33683e+08,0.000234106
2.337e+08,0.000237936
2.33717e+08,0.000334195
2.33733e+08,0.000359135
2.3375e+08,0.00011426
2.33767e+08,2.98543e-05
2.33783e+08,0.000194179
2.338e+08,0.000253744
2.33817e+08,0.000258639
2.33833e+08,0.000572377
2.3385e+08,0.000440373
2.33867e+08,0.000206709
2.33883e+08,0.000536647
2.339e+08,0.000360447
2.33917e+08,0.000390484
2.33933e+08,0.000165287
2.3395e+08,2.16315e-05
2.33967e+08,0.00015803
2.33983e+08,0.000100284
2.34e+08,0.000116894
2.34017e+08,0.000313804
2.34033e+08,0.000464123
2.3405e+08,0.000484687
2.34067e+08,0.000314543
2.34083e+08,0.000301428
2.341e+08,0.000265995
2.34117e+08,0.000383039
2.34133e+08,0.000236708
2.3415e+08,0.000130308
2.34167e+08,0.000149862
2.34183e+08,0.000235169
2.342e+08,0.000156477
2.34217e+08,9.05989e-05
2.34233e+08,6.36488e-05
2.3425e+08,0.000109836
2.34267e+08,5.38967e-05
2.34283e+08,0.000228526
2.343e+08,7.04247e-05
2.34317e+08,0.000150961
2.34333e+08,0.000167053
2.3435e+08,0.000118137
2.34367e+08,0.000283791
2.34383e+08,0.000321805
2.344e+08,0.000105338
2.34417e+08,0.000171801
2.34433e+08,0.000212143
2.3445e+08,0.000320652
2.34467e+08,0.000352294
2.34483e+08,9.60998e-05
2.345e+08,0.000164902
2.34517e+08,0.00031963
2.34533e+08,0.000445149
2.3455e+08,0.000360054
2.34567e+08,0.000313825
2.34583e+08,4.55789e-05
2.346e+08,0.000207168
2.34617e+08,0.000157048
2.34633e+08,0.000248647
2.3465e+08,0.000431153
2.34667e+08,0.000256283
2.34683e+08,0.000390453
2.347e+08,0.000380342
2.34717e+08,0.000128406
2.34733e+08,0.000202251
2.3475e+08,0.000242158
2.34767e+08,0.000445737
2.34783e+08,0.000237942
2.348e+08,1.8894e-05
2.34817e+08,2.80988e-05
2.34833e+08,0.000128073
2.3485e+08,0.000383643
2.34867e+08,0.000326849
2.34883e+08,0.000209927
2.349e+08,0.000336466
2.34917e+08,0.000578451
2.34933e+08,0.000632224
2.3495e+08,0.000707368
2.34967e+08,0.000753861
2.34983e+08,0.000422309
2.35e+08,4.21832e-05
2.35017e+08,0.000296764
2.35033e+08,0.000139475
2.3505e+08,0.000132436
2.35067e+08,0.000159023
2.35083e+08,0.000176693
2.351e+08,0.000316508
2.35117e+08,0.000257301
2.35133e+08,8.95263e-05
2.3515e+08,0.000259037
2.35167e+08,0.000439655
2.35183e+08,0.000324332
2.352e+08,0.000349404
2.35217e+08,0.000538916
2.35233e+08,0.00030246
2.3525e+08,0.000127574
2.35267e+08,7.06094e-05
2.35283e+08,0.000208459
2.353e+08,0.000376958
2.35317e+08,0.0001505
2.35333e+08,0.000253411
2.3535e+08,0.000472724
2.35367e+08,0.000463399
2.35383e+08,0.000649899
2.354e+08,0.000545558
2.35417e+08,0.00036545
2.35433e+08,0.000406567
2.3545e+08,0.00041796
2.35467e+08,0.000836111
2.35483e+08,0.000537143
2.355e+08,0.000186553
2.35517e+08,0.000231392
2.35533e+08,0.000454347
2.3555e+08,0.000194734
2.35567e+08,0.000398092
2.35583e+08,0.000395031
2.356e+08,0.000204107
2.35617e+08,0.000227966
2.35633e+08,0.000356578
2.3565e+08,0.000118404
2.35667e+08,0.000482008
2.35683e+08,0.000269038
2.357e+08,0.000639518
2.35717e+08,0.000455304
2.35733e+08,0.000660722
2.3575e+08,0.000531636
2.35767e+08,0.000254905
2.35783e+08,0.000380796
2.358e+08,0.000191088
2.35817e+08,0.000136059
2.35833e+08,0.000188273
2.3585e+08,0.000136867
2.35867e+08,0.000531043
2.35883e+08,0.000695146
2.359e+08,0.00048057
2.35917e+08,0.000370335
2.35933e+08,0.000356223
2.3595e+08,0.000607226
2.35967e+08,0.000715236
2.35983e+08,0.000379135
2.36e+08,0.000277301
2.36017e+08,0.000348448
2.36033e+08,0.000618888
2.3605e+08,0.000405393
2.36067e+08,0.000232668
2.36083e+08,0.000273084
2.361e+08,0.000506452
2.36117e+08,0.000445672
2.36133e+08,0.00017899
2.3615e+08,0.00032251
2.36167e+08,0.000260616
2.36183e+08,0.00019693
2.362e+08,3.35718e-05
2.36217e+08,0.000111506
2.36233e+08,0.000317075
2.3625e+08,0.000430117
2.36267e+08,0.000465273
2.36283e+08,0.000501647
2.363e+08,0.000311262
2.36317e+08,0.000222222
2.36333e+08,0.000280724
2.3635e+08,0.00018169
2.36367e+08,0.000282978
2.36383e+08,0.000131245
2.364e+08,0.000514828
2.36417e+08,0.000299366
2.36433e+08,0.000137784
2.3645e+08,0.000170956
2.36467e+08,0.000618332
2.36483e+08,0.000334284
2.365e+08,0.000699311
2.36517e+08,0.000379406
2.36533e+08,7.45453e-05
2.3655e+08,9.09166e-05
2.36567e+08,0.000249632
2.36583e+08,0.000551776
2.366e+08,0.000322141
2.36617e+08,0.00036356
2.36633e+08,0.00039927
2.3665e+08,0.00020119
2.36667e+08,0.000250301
2.36683e+08,0.000408987
2.367e+08,0.000249066
2.36717e+08,6.05131e-05
2.36733e+08,0.000201721
2.3675e+08,0.000319897
2.36767e+08,0.000375938
2.36783e+08,0.000610517
2.368e+08,0.000631045
2.36817e+08,0.000351847
2.36833e+08,0.000295083
2.3685e+08,0.000409963
2.36867e+08,0.000199542
2.36883e+08,0.00062403
2.369e+08,0.000554015
2.36917e+08,0.000309539
2.36933e+08,9.48274e-05
2.3695e+08,0.000480833
2.36967e+08,0.000694969
2.36983e+08,0.000474118
2.37e+08,0.000515553
2.37017e+08,0.000371226
2.37033e+08,0.00018453
2.3705e+08,0.000234876
2.37067e+08,7.45617e-05
2.37083e+08,0.00016093
2.371e+08,0.000462047
2.37117e+08,0.000396883
2.37133e+08,0.0001406
2.3715e+08,0.000198905
2.37167e+08,0.000323087
2.37183e+08,0.000119169
2.372e+08,9.21287e-05
2.37217e+08,0.000189924
2.37233e+08,0.000578365
2.3725e+08,0.000571739
2.37267e+08,0.000287326
2.37283e+08,0.000170366
2.373e+08,0.00032079
2.37317e+08,0.000379304
2.37333e+08,0.000166664
2.3735e+08,0.000134164
2.37367e+08,0.000290971
2.37383e+08,0.000509307
2.374e+08,0.000266071
2.37417e+08,0.000102491
2.37433e+08,0.000335224
2.3745e+08,0.000516105
2.37467e+08,0.000388734
2.37483e+08,0.000121943
2.375e+08,0.000204583
2.37517e+08,0.000226019
2.37533e+08,5.28493e-05
2.3755e+08,0.000130923
2.37567e+08,0.000185318
2.37583e+08,0.000458548
2.376e+08,0.000355309
2.37617e+08,0.000300312
2.37633e+08,0.000527836
2.3765e+08,0.000574175
2.37667e+08,0.000478396
2.37683e+08,0.000523223
2.377e+08,0.000502258
2.37717e+08,0.000151913
2.37733e+08,0.000271039
2.3775e+08,0.000366134
2.37767e+08,0.00032667
2.37783e+08,0.000245457
2.378e+08,0.000430659
2.37817e+08,0.000204767
2.37833e+08,0.000671527
2.3785e+08,0.00092733
2.37867e+08,0.000611589
2.37883e+08,0.000325856
2.379e+08,0.000475885
2.37917e+08,0.000616584
2.37933e+08,0.000492139
2.3795e+08,0.000206395
2.37967e+08,0.00018604
2.37983e+08,0.000282833
2.38e+08,0.000292497
2.38017e+08,0.000102969
2.38033e+08,0.0003128
2.3805e+08,0.000274569
2.38067e+08,0.000148598
2.38083e+08,0.000504413
2.381e+08,0.000548215
2.38117e+08,0.000120544
2.38133e+08,0.000235948
2.3815e+08,0.000268053
2.38167e+08,0.000285783
2.38183e+08,0.000159632
2.382e+08,0.000127929
2.38217e+08,0.000133688
2.38233e+08,0.000682435
2.3825e+08,0.00085287
2.38267e+08,0.000169983
2.38283e+08,0.000470051
2.383e+08,0.000261396
2.38317e+08,0.00020415
2.38333e+08,0.000320202
2.3835e+08,8.19413e-05
2.38367e+08,0.000198953
2.38383e+08,0.000251997
2.384e+08,0.000181666
2.38417e+08,8.4715e-05
2.38433e+08,0.000294664
2.3845e+08,0.000476708
2.38467e+08,0.000354842
2.38483e+08,0.000535217
2.385e+08,0.000514057
2.38517e+08,0.000118207
2.38533e+08,0.000125124
2.3855e+08,0.000155599
2.38567e+08,7.10537e-05
2.38583e+08,0.000121752
2.386e+08,0.000288958
2.38617e+08,0.000370989
2.38633e+08,0.000332526
2.3865e+08,0.000271117
2.38667e+08,0.000333726
2.38683e+08,0.000155231
2.387e+08,0.00038567
2.38717e+08,0.000192529
2.38733e+08,0.000151694
2.3875e+08,8.72988e-05
2.38767e+08,0.000378105
2.38783e+08,0.000369695
2.388e+08,0.000253398
2.38817e+08,0.000240622
2.38833e+08,0.000248278
2.3885e+08,0.000276258
2.38867e+08,3.43285e-05
2.38883e+08,0.00028967
2.389e+08,6.62056e-05
2.38917e+08,0.000191789
2.38933e+08,0.000217718
2.3895e+08,0.000181385
2.38967e+08,0.000387169
2.38983e+08,0.000548986
2.39e+08,0.000276246
2.39017e+08,0.000263761
2.39033e+08,0.000290201
2.3905e+08,0.000218939
2.39067e+08,0.000290088
2.39083e+08,0.000169901
2.391e+08,0.000420024
2.39117e+08,0.000545592
2.39133e+08,0.000111093
2.3915e+08,0.000374983
2.39167e+08,0.000190058
2.39183e+08,0.000181419
2.392e+08,0.000204688
2.39217e+08,0.000232472
2.39233e+08,0.00027728
2.3925e+08,0.000196723
2.39267e+08,0.000225658
2.39283e+08,0.000312394
2.393e+08,0.00015776
2.39317e+08,0.000190069
2.39333e+08,0.000233764
2.3935e+08,1.85532e-05
2.39367e+08,0.000239047
2.39383e+08,0.000283066
2.394e+08,0.000355701
2.39417e+08,7.64132e-05
2.39433e+08,0.000223954
2.3945e+08,0.000479692
2.39467e+08,0.000276505
2.39483e+08,0.00022494
2.395e+08,0.000521401
2.39517e+08,0.000513734
2.39533e+08,0.000141062
2.3955e+08,4.20266e-05
2.39567e+08,0.000213634
2.39583e+08,0.000139965
2.396e+08,6.20431e-05
2.39617e+08,0.000328938
2.39633e+08,0.000587088
2.3965e+08,0.000599241
2.39667e+08,0.000481097
2.39683e+08,0.000293961
2.397e+08,0.000303826
2.39717e+08,0.000355146
2.39733e+08,0.000161124
2.3975e+08,0.000163127
2.39767e+08,0.000394028
2.39783e+08,0.000306612
2.398e+08,0.000183895
2.39817e+08,0.000406996
2.39833e+08,0.000304186
2.3985e+08,0.000342786
2.39867e+08,0.000449738
2.39883e+08,0.00064878
2.399e+08,0.000479886
2.39917e+08,7.4596e-05
2.39933e+08,0.000122069
2.3995e+08,0.000119045
2.39967e+08,0.000379506
2.39983e+08,0.000248712
2.4e+08,0.000132827
2.40017e+08,8.01607e-05
2.40033e+08,0.000119908
2.4005e+08,0.00015239
2.40067e+08,0.000292104
2.40083e+08,0.000164662
2.401e+08,0.000361258
2.40117e+08,0.000457481
2.40133e+08,0.000288406
2.4015e+08,0.000180616
2.40167e+08,0.000194276
2.40183e+08,0.00030883
2.402e+08,0.000427598
2.40217e+08,0.000328792
2.40233e+08,0.000280156
2.4025e+08,0.000321483
2.40267e+08,0.000281472
2.40283e+08,0.000300729
2.403e+08,0.000455949
2.40317e+08,0.00032643
2.40333e+08,0.000284028
2.4035e+08,6.66231e-05
2.40367e+08,0.000133689
2.40383e+08,0.000184369
2.404e+08,0.000478221
2.40417e+08,0.000582115
2.40433e+08,0.000213188
2.4045e+08,4.20634e-05
2.40467e+08,3.97817e-05
2.40483e+08,0.000276841
2.405e+08,0.00043203
2.40517e+08,0.00048025
2.40533e+08,0.000210363
2.4055e+08,0.000500446
2.40567e+08,0.000366713
2.40583e+08,0.000346958
2.406e+08,0.000665768
2.40617e+08,0.000408485
2.40633e+08,0.000184937
2.4065e+08,0.000267275
2.40667e+08,0.000104502
2.40683e+08,0.000217328
2.407e+08,0.000307143
2.40717e+08,3.447e-05
2.40733e+08,0.000410267
2.4075e+08,0.000177069
2.40767e+08,0.000224962
2.40783e+08,0.000461224
2.408e+08,0.000534231
2.40817e+08,0.000299158
2.40833e+08,0.00017731
2.4085e+08,0.000145811
2.40867e+08,0.000235616
2.40883e+08,0.000220653
2.409e+08,5.59039e-05
2.40917e+08,0.000133843
2.40933e+08,0.000257736
2.4095e+08,0.000348725
2.40967e+08,0.000301559
2.40983e+08,0.00025702
2.41e+08,0.000282421
2.41017e+08,0.000235537
2.41033e+08,0.000148409
2.4105e+08,9.60437e-05
2.41067e+08,0.000229772
2.41083e+08,4.80387e-05
2.411e+08,0.000110253
2.41117e+08,0.000222021
2.41133e+08,0.00022391
2.4115e+08,9.6865e-05
2.41167e+08,0.000395645
2.41183e+08,0.000447961
2.412e+08,0.000333791
2.41217e+08,0.000390125
2.41233e+08,0.000493774
2.4125e+08,0.000596644
2.41267e+08,0.0005364
2.41283e+08,0.000342644
2.413e+08,0.00046106
2.41317e+08,0.00050604
2.41333e+08,0.000161642
2.4135e+08,0.000595192
2.41367e+08,0.000606381
2.41383e+08,0.00053003
2.414e+08,0.000446696
2.41417e+08,0.000485026
2.41433e+08,9.55567e-05
2.4145e+08,0.000271502
2.41467e+08,0.000156438
2.41483e+08,0.000379749
2.415e+08,0.000580165
2.41517e+08,0.000360536
2.41533e+08,8.97781e-05
2.4155e+08,0.00043371
2.41567e+08,0.000634083
2.41583e+08,0.000122692
2.416e+08,0.000180858
2.41617e+08,0.000154892
2.41633e+08,0.000168522
2.4165e+08,0.00038975
2.41667e+08,0.00063288
2.41683e+08,0.000486149
2.417e+08,0.000200395
2.41717e+08,0.000219661
2.41733e+08,0.000385721
2.4175e+08,0.000655279
2.41767e+08,0.000455725
2.41783e+08,6.63133e-05
2.418e+08,0.000106915
2.41817e+08,0.000231113
2.41833e+08,0.000306284
2.4185e+08,0.000625792
2.41867e+08,0.000565464
2.41883e+08,0.000124534
2.419e+08,0.00046257
2.41917e+08,0.000558715
2.41933e+08,0.00027011
2.4195e+08,0.000225806
2.41967e+08,0.000494903
2.41983e+08,0.000443176
2.42e+08,0.000189227
2.42017e+08,1.91641e-05
2.42033e+08,0.0001684
2.4205e+08,0.000257463
2.42067e+08,0.000167908
2.42083e+08,0.00020319
2.421e+08,0.000448572
2.42117e+08,0.000513029
2.42133e+08,0.000489967
2.4215e+08,0.0002563
2.42167e+08,0.000150446
2.42183e+08,0.000355603
2.422e+08,7.0107e-05
2.42217e+08,0.000244574
2.42233e+08,0.000270983
2.4225e+08,0.000341022
2.42267e+08,0.000323691
2.42283e+08,0.000288288
2.423e+08,0.000135173
2.42317e+08,0.000207267
2.42333e+08,0.000466034
2.4235e+08,0.000330821
2.42367e+08,0.000102277
2.42383e+08,0.000266659
2.424e+08,0.000139847
2.42417e+08,0.000120575
2.42433e+08,0.000100805
2.4245e+08,0.00014906
2.42467e+08,0.000197322
2.42483e+08,0.000286658
2.425e+08,0.000421691
2.42517e+08,0.000175385
2.42533e+08,2.73822e-05
2.4255e+08,0.00018711
2.42567e+08,0.00034755
2.42583e+08,0.000427596
2.426e+08,0.000228013
2.42617e+08,0.00013156
2.42633e+08,0.000133771
2.4265e+08,0.00018798
2.42667e+08,5.63064e-05
2.42683e+08,0.000282816
2.427e+08,0.000173094
2.42717e+08,0.000193762
2.42733e+08,0.000149932
2.4275e+08,0.00031093
2.42767e+08,0.000418023
2.42783e+08,0.000358148
2.428e+08,0.000235134
2.42817e+08,0.000331095
2.42833e+08,0.000358808
2.4285e+08,0.000124443
2.42867e+08,0.000572858
2.42883e+08,0.000431378
2.429e+08,0.000353318
2.42917e+08,0.000460096
2.42933e+08,0.000252037
2.4295e+08,0.000247079
2.42967e+08,0.000222304
2.42983e+08,0.000160482
2.43e+08,0.000280908
2.43017e+08,0.000375458
2.43033e+08,0.000642276
2.4305e+08,0.000554027
2.43067e+08,0.000460547
2.43083e+08,0.000459812
2.431e+08,0.000514725
2.43117e+08,0.000295323
2.43133e+08,0.000338673
2.4315e+08,0.000263165
2.43167e+08,0.000343564
2.43183e+08,0.000487876
2.432e+08,0.000343733
2.43217e+08,0.000262538
2.43233e+08,0.000240224
2.4325e+08,0.000153373
2.43267e+08,0.000122888
2.43283e+08,9.50558e-05
2.433e+08,0.000528458
2.43317e+08,0.000678988
2.43333e+08,0.000237669
2.4335e+08,0.000131467
2.43367e+08,0.000265224
2.43383e+08,0.000303461
2.434e+08,0.000302001
2.43417e+08,0.000209258
2.43433e+08,0.000311496
2.4345e+08,0.000122735
2.43467e+08,6.85388e-05
2.43483e+08,7.35543e-05
2.435e+08,0.000137511
2.43517e+08,0.00016811
2.43533e+08,9.4118e-05
2.4355e+08,3.06704e-05
2.43567e+08,0.000171399
2.43583e+08,0.000238575
2.436e+08,0.00012955
2.43617e+08,0.000111146
2.43633e+08,5.7318e-05
2.4365e+08,0.000146811
2.43667e+08,5.01957e-05
2.43683e+08,0.000386761
2.437e+08,0.000388953
2.43717e+08,0.000311244
2.43733e+08,0.000183495
2.4375e+08,8.76241e-05
2.43767e+08,9.1984e-05
2.43783e+08,9.72044e-05
2.438e+08,5.55147e-05
2.43817e+08,0.000149544
2.43833e+08,0.000159967
2.4385e+08,0.000216646
2.43867e+08,6.68613e-05
2.43883e+08,1.71758e-05
2.439e+08,0.000185913
2.43917e+08,0.000244185
2.43933e+08,0.00030363
2.4395e+08,0.00020355
2.43967e+08,0.000107018
2.43983e+08,0.000192529
2.44e+08,0.000274459
2.44017e+08,0.000247213
2.44033e+08,0.000218711
2.4405e+08,6.07003e-05
2.44067e+08,0.000130862
2.44083e+08,0.00022921
2.441e+08,0.000249395
2.44117e+08,0.00063415
2.44133e+08,0.000207367
2.4415e+08,0.00031986
2.44167e+08,0.000320084
2.44183e+08,0.000619105
2.442e+08,0.000394512
2.44217e+08,0.000333987
2.44233e+08,0.000273192
2.4425e+08,0.000391856
2.44267e+08,0.000448302
2.44283e+08,0.000433032
2.443e+08,0.00035643
2.44317e+08,0.00054419
2.44333e+08,0.00046827
2.4435e+08,0.000461229
2.44367e+08,0.000261871
2.44383e+08,0.000119456
2.444e+08,0.00021093
2.44417e+08,0.000447147
2.44433e+08,0.000283363
2.4445e+08,0.000342314
2.44467e+08,0.000469729
2.44483e+08,0.000330856
2.445e+08,0.000327035
2.44517e+08,0.000270929
2.44533e+08,0.000211309
2.4455e+08,0.000102618
2.44567e+08,7.58743e-05
2.44583e+08,0.000120831
2.446e+08,0.000227964
2.44617e+08,0.000128973
2.44633e+08,5.88753e-05
2.4465e+08,0.000171563
2.44667e+08,6.36862e-05
2.44683e+08,0.000345278
2.447e+08,0.000561626
2.44717e+08,0.000569093
2.44733e+08,0.000409187
2.4475e+08,0.000325045
2.44767e+08,0.000530124
2.44783e+08,0.00049907
2.448e+08,0.000169436
2.44817e+08,9.09657e-05
2.44833e+08,0.000212293
2.4485e+08,0.000434894
2.44867e+08,0.000365607
2.44883e+08,0.000312359
2.449e+08,0.000203604
2.44917e+08,0.000141931
2.44933e+08,0.000203622
2.4495e+08,0.000506072
2.44967e+08,0.000342634
2.44983e+08,0.000167776
2.45e+08,0.000370137
2.45017e+08,0.000635611
2.45033e+08,0.000508536
2.4505e+08,0.000168985
2.45067e+08,0.000371335
2.45083e+08,0.000733784
2.451e+08,0.000500139
2.45117e+08,0.000385233
2.45133e+08,0.000389634
2.4515e+08,0.000426183
2.45167e+08,0.000161771
2.45183e+08,0.000317162
2.452e+08,0.000187026
2.45217e+08,0.000198869
2.45233e+08,9.64932e-05
2.4525e+08,0.000503164
2.45267e+08,0.000422094
2.45283e+08,0.00013898
2.453e+08,0.000323179
2.45317e+08,0.000434491
2.45333e+08,0.000271043
2.4535e+08,0.000325247
2.45367e+08,0.000496763
2.45383e+08,0.000280377
2.454e+08,0.000328989
2.45417e+08,0.000418135
2.45433e+08,4.85887e-05
2.4545e+08,0.000242615
2.45467e+08,0.000261425
2.45483e+08,0.000221515
2.455e+08,0.000325812
2.45517e+08,0.000279695
2.45533e+08,6.3401e-05
2.4555e+08,0.000335452
2.45567e+08,0.00046791
2.45583e+08,0.0003366
2.456e+08,0.000333607
2.45617e+08,0.000231401
2.45633e+08,0.000192003
2.4565e+08,0.000317839
2.45667e+08,0.000222404
2.45683e+08,0.000211058
2.457e+08,0.000335629
2.45717e+08,0.000191087
2.45733e+08,0.000281039
2.4575e+08,0.000259131
2.45767e+08,0.000154769
2.45783e+08,0.000563375
2.458e+08,0.000449881
2.45817e+08,0.000183922
2.45833e+08,0.000202935
2.4585e+08,0.000130568
2.45867e+08,8.89424e-05
2.45883e+08,0.000440819
2.459e+08,0.000617772
2.45917e+08,0.000222318
2.45933e+08,4.33776e-05
2.4595e+08,7.21353e-05
2.45967e+08,0.000202081
2.45983e+08,0.000228797
2.46e+08,0.000248698
2.46017e+08,0.000434272
2.46033e+08,0.000207599
2.4605e+08,0.00027249
2.46067e+08,0.000390251
2.46083e+08,0.000339172
