X: (Hz),Y: (A)
6.48883e+08,0.000255472
6.489e+08,0.000271624
6.48917e+08,0.000299353
6.48933e+08,0.000149391
6.4895e+08,0.000376134
6.48967e+08,0.000364972
6.48983e+08,0.000192499
6.49e+08,6.49243e-05
6.49017e+08,0.000171477
6.49033e+08,6.36119e-05
6.4905e+08,0.000196042
6.49067e+08,0.000241694
6.49083e+08,0.000101566
6.491e+08,0.00026337
6.49117e+08,0.000309967
6.49133e+08,0.000191739
6.4915e+08,0.000203194
6.49167e+08,0.00018573
6.49183e+08,0.000128954
6.492e+08,0.000195877
6.49217e+08,0.00030762
6.49233e+08,0.000193683
6.4925e+08,7.26124e-05
6.49267e+08,0.000119204
6.49283e+08,0.00028693
6.493e+08,0.000270812
6.49317e+08,0.000206578
6.49333e+08,0.000310359
6.4935e+08,0.000306649
6.49367e+08,0.00016186
6.49383e+08,8.72979e-05
6.494e+08,0.0001629
6.49417e+08,0.00020044
6.49433e+08,0.000242839
6.4945e+08,0.000289105
6.49467e+08,0.000426292
6.49483e+08,0.0001272
6.495e+08,0.000246332
6.49517e+08,3.46041e-05
6.49533e+08,0.000180231
6.4955e+08,0.000169895
6.49567e+08,0.000176812
6.49583e+08,0.000275544
6.496e+08,1.29135e-05
6.49617e+08,0.000257168
6.49633e+08,0.00022912
6.4965e+08,4.39779e-05
6.49667e+08,0.000120393
6.49683e+08,9.84787e-05
6.497e+08,0.000127446
6.49717e+08,0.000196407
6.49733e+08,0.000287331
6.4975e+08,0.000112888
6.49767e+08,0.000296168
6.49783e+08,0.00031275
6.498e+08,0.000329742
6.49817e+08,0.000336273
6.49833e+08,0.000297971
6.4985e+08,0.000383597
6.49867e+08,0.000198956
6.49883e+08,0.000196063
6.499e+08,0.00025111
6.49917e+08,0.00019993
6.49933e+08,0.000359485
6.4995e+08,0.000264115
6.49967e+08,0.000185885
6.49983e+08,0.000318776
6.5e+08,0.000154033
6.50017e+08,0.000202494
6.50033e+08,0.00015388
6.5005e+08,0.000175447
6.50067e+08,0.000176844
6.50083e+08,0.000178908
6.501e+08,0.000283611
6.50117e+08,0.000312552
6.50133e+08,0.00027153
6.5015e+08,0.000314993
6.50167e+08,0.000362381
6.50183e+08,0.000296766
6.502e+08,0.000279077
6.50217e+08,0.000173501
6.50233e+08,0.000168565
6.5025e+08,0.000194942
6.50267e+08,0.000222164
6.50283e+08,0.000208112
6.503e+08,0.000305334
6.50317e+08,0.000268352
6.50333e+08,0.000161803
6.5035e+08,0.000421378
6.50367e+08,0.000276121
6.50383e+08,0.000302522
6.504e+08,0.000221062
6.50417e+08,5.83391e-05
6.50433e+08,0.000165453
6.5045e+08,7.12566e-05
6.50467e+08,0.000170465
6.50483e+08,0.000151623
6.505e+08,9.48404e-05
6.50517e+08,0.000195071
6.50533e+08,0.000128559
6.5055e+08,5.28214e-05
6.50567e+08,0.000251287
6.50583e+08,0.000245148
6.506e+08,0.000184654
6.50617e+08,0.000352757
6.50633e+08,0.000253115
6.5065e+08,2.38694e-05
6.50667e+08,0.00015782
6.50683e+08,0.000255232
6.507e+08,0.000243858
6.50717e+08,0.000187918
6.50733e+08,0.000204168
6.5075e+08,0.000158984
6.50767e+08,0.000356301
6.50783e+08,0.000263094
6.508e+08,0.000210307
6.50817e+08,0.000154117
6.50833e+08,0.000177659
6.5085e+08,0.000275725
6.50867e+08,0.000316189
6.50883e+08,0.000246198
6.509e+08,0.000124052
6.50917e+08,0.000306342
6.50933e+08,0.000283572
6.5095e+08,0.000309622
6.50967e+08,0.000375646
6.50983e+08,0.000275924
6.51e+08,5.17044e-05
6.51017e+08,0.000108335
6.51033e+08,0.000190461
6.5105e+08,0.000263531
6.51067e+08,1.98753e-05
6.51083e+08,0.000148075
6.511e+08,0.000121365
6.51117e+08,0.000197124
6.51133e+08,0.000220402
6.5115e+08,0.000138701
6.51167e+08,0.000143161
6.51183e+08,0.000192555
6.512e+08,0.000257232
6.51217e+08,0.000374704
6.51233e+08,0.000215721
6.5125e+08,0.000154012
6.51267e+08,0.00023092
6.51283e+08,0.000170973
6.513e+08,7.94441e-05
6.51317e+08,9.78766e-05
6.51333e+08,4.41254e-05
6.5135e+08,0.000214603
6.51367e+08,0.000216888
6.51383e+08,0.000263941
6.514e+08,0.000419753
6.51417e+08,0.000435615
6.51433e+08,0.000398589
6.5145e+08,0.000131551
6.51467e+08,0.000175495
6.51483e+08,0.000218931
6.515e+08,0.000172561
6.51517e+08,0.000159933
6.51533e+08,0.000313236
6.5155e+08,0.000164381
6.51567e+08,7.81688e-05
6.51583e+08,7.191e-05
6.516e+08,0.000138981
6.51617e+08,8.74522e-05
6.51633e+08,0.000141876
6.5165e+08,4.22183e-05
6.51667e+08,9.23887e-05
6.51683e+08,9.88544e-06
6.517e+08,0.000131075
6.51717e+08,0.000298066
6.51733e+08,0.000314238
6.5175e+08,0.000177171
6.51767e+08,4.55144e-05
6.51783e+08,0.000130314
6.518e+08,0.000321558
6.51817e+08,0.000457713
6.51833e+08,0.000251991
6.5185e+08,0.000313729
6.51867e+08,0.000388686
6.51883e+08,0.000300025
6.519e+08,0.000320547
6.51917e+08,0.000370274
6.51933e+08,0.000240139
6.5195e+08,0.000129587
6.51967e+08,6.95303e-05
6.51983e+08,0.000100404
6.52e+08,0.000124363
6.52017e+08,0.000216522
6.52033e+08,0.000221116
6.5205e+08,0.000201508
6.52067e+08,0.000355071
6.52083e+08,0.000139591
6.521e+08,0.000302377
6.52117e+08,0.000282542
6.52133e+08,0.000193881
6.5215e+08,0.000293027
6.52167e+08,0.000527918
6.52183e+08,0.000362745
6.522e+08,0.000372331
6.52217e+08,0.000338798
6.52233e+08,0.000148309
6.5225e+08,0.000362501
6.52267e+08,6.4746e-05
6.52283e+08,0.000367863
6.523e+08,0.000448606
6.52317e+08,0.000446922
6.52333e+08,0.000310839
6.5235e+08,0.000203146
6.52367e+08,0.000218352
6.52383e+08,0.000137446
6.524e+08,0.000169559
6.52417e+08,0.000141749
6.52433e+08,3.9253e-05
6.5245e+08,0.000108257
6.52467e+08,0.000233443
6.52483e+08,0.000312095
6.525e+08,0.000214453
6.52517e+08,0.000178033
6.52533e+08,0.000156037
6.5255e+08,0.00014235
6.52567e+08,6.27333e-05
6.52583e+08,0.000294502
6.526e+08,0.000379508
6.52617e+08,0.000376366
6.52633e+08,0.0002215
6.5265e+08,0.000110497
6.52667e+08,6.29363e-05
6.52683e+08,0.00014941
6.527e+08,0.000212683
6.52717e+08,0.000178373
6.52733e+08,0.000168094
6.5275e+08,0.000222649
6.52767e+08,5.83865e-05
6.52783e+08,0.000405963
6.528e+08,0.000418278
6.52817e+08,0.000256734
6.52833e+08,0.000163392
6.5285e+08,0.000260624
6.52867e+08,0.000385979
6.52883e+08,0.000209649
6.529e+08,6.48044e-05
6.52917e+08,0.000267828
6.52933e+08,0.000229797
6.5295e+08,0.000146999
6.52967e+08,0.00030801
6.52983e+08,0.000383187
6.53e+08,0.000339689
6.53017e+08,0.000205942
6.53033e+08,8.58147e-05
6.5305e+08,0.000185137
6.53067e+08,0.000183848
6.53083e+08,0.000127961
6.531e+08,0.000134858
6.53117e+08,0.000337868
6.53133e+08,0.00019923
6.5315e+08,0.000149684
6.53167e+08,0.000191752
6.53183e+08,4.99617e-05
6.532e+08,8.37558e-05
6.53217e+08,0.000119234
6.53233e+08,0.000281887
6.5325e+08,0.000259951
6.53267e+08,0.000171228
6.53283e+08,4.30797e-05
6.533e+08,9.93331e-05
6.53317e+08,0.000271848
6.53333e+08,0.000274541
6.5335e+08,0.000210339
6.53367e+08,0.000345123
6.53383e+08,0.000257026
6.534e+08,0.000350218
6.53417e+08,0.000254796
6.53433e+08,0.000225132
6.5345e+08,0.000179168
6.53467e+08,0.000255164
6.53483e+08,0.00023613
6.535e+08,0.000128782
6.53517e+08,1.96656e-05
6.53533e+08,8.92412e-05
6.5355e+08,0.000330282
6.53567e+08,0.000227254
6.53583e+08,7.85835e-05
6.536e+08,4.43247e-05
6.53617e+08,0.000150352
6.53633e+08,0.000155444
6.5365e+08,0.000106742
6.53667e+08,0.000121566
6.53683e+08,0.000174751
6.537e+08,0.000342857
6.53717e+08,0.000427915
6.53733e+08,0.000229343
6.5375e+08,0.000183832
6.53767e+08,0.000160418
6.53783e+08,0.000151727
6.538e+08,0.000201466
6.53817e+08,0.000256372
6.53833e+08,0.000222009
6.5385e+08,0.000190769
6.53867e+08,0.000331602
6.53883e+08,0.000356467
6.539e+08,0.000248475
6.53917e+08,0.000177878
6.53933e+08,0.000271188
6.5395e+08,0.000234223
6.53967e+08,5.89462e-05
6.53983e+08,7.24831e-05
6.54e+08,0.000116849
6.54017e+08,0.000126104
6.54033e+08,8.70673e-05
6.5405e+08,0.000118308
6.54067e+08,0.000156781
6.54083e+08,0.00032206
6.541e+08,0.000164964
6.54117e+08,3.29148e-05
6.54133e+08,6.27457e-05
6.5415e+08,8.54304e-05
6.54167e+08,0.00018802
6.54183e+08,0.000107295
6.542e+08,9.10252e-05
6.54217e+08,0.000128489
6.54233e+08,0.000137811
6.5425e+08,8.00342e-05
6.54267e+08,0.000172245
6.54283e+08,0.000148042
6.543e+08,7.03754e-05
6.54317e+08,0.000300748
6.54333e+08,0.000344545
6.5435e+08,0.000312013
6.54367e+08,0.000383501
6.54383e+08,0.000257162
6.544e+08,0.00020332
6.54417e+08,0.000254883
6.54433e+08,0.000172435
6.5445e+08,0.000257883
6.54467e+08,0.000244712
6.54483e+08,0.00020268
6.545e+08,0.000158493
6.54517e+08,0.000242425
6.54533e+08,0.000212452
6.5455e+08,0.00041964
6.54567e+08,0.000340568
6.54583e+08,0.000217391
6.546e+08,0.000228304
6.54617e+08,0.000219179
6.54633e+08,0.000279854
6.5465e+08,0.000319105
6.54667e+08,0.000204913
6.54683e+08,9.78546e-05
6.547e+08,0.000183394
6.54717e+08,0.000276797
6.54733e+08,0.00030127
6.5475e+08,0.000219463
6.54767e+08,0.000175084
6.54783e+08,0.000276012
6.548e+08,0.000185405
6.54817e+08,0.000275355
6.54833e+08,0.000324494
6.5485e+08,7.84999e-05
6.54867e+08,0.000166801
6.54883e+08,0.000126874
6.549e+08,0.000183596
6.54917e+08,0.000320631
6.54933e+08,0.000335539
6.5495e+08,0.00025129
6.54967e+08,8.3103e-05
6.54983e+08,0.000160377
6.55e+08,9.54651e-05
6.55017e+08,0.000156401
6.55033e+08,0.000257058
6.5505e+08,0.000131901
6.55067e+08,6.29526e-05
6.55083e+08,9.0568e-05
6.551e+08,9.14879e-05
6.55117e+08,0.000514668
6.55133e+08,0.000459782
6.5515e+08,0.000148184
6.55167e+08,0.000186408
6.55183e+08,0.000138032
6.552e+08,0.000101046
6.55217e+08,8.76469e-05
6.55233e+08,0.000220783
6.5525e+08,0.000241709
6.55267e+08,0.000214101
6.55283e+08,0.000151592
6.553e+08,0.000108081
6.55317e+08,5.19276e-05
6.55333e+08,0.000151592
6.5535e+08,0.000218841
6.55367e+08,0.000212363
6.55383e+08,0.000133169
6.554e+08,8.46411e-05
6.55417e+08,4.34731e-05
6.55433e+08,0.000138607
6.5545e+08,0.00019342
6.55467e+08,0.000139433
6.55483e+08,8.11086e-05
6.555e+08,0.00018988
6.55517e+08,0.000205107
6.55533e+08,8.35496e-06
6.5555e+08,0.000295722
6.55567e+08,0.00038431
6.55583e+08,0.000265875
6.556e+08,0.000229556
6.55617e+08,0.00022215
6.55633e+08,0.000114246
6.5565e+08,0.000133182
6.55667e+08,4.44084e-05
6.55683e+08,0.000206709
6.557e+08,0.00037157
6.55717e+08,0.000109955
6.55733e+08,0.0001828
6.5575e+08,0.000128019
6.55767e+08,0.000169758
6.55783e+08,0.000247298
6.558e+08,0.000202142
6.55817e+08,0.000367341
6.55833e+08,0.000410595
6.5585e+08,0.000352147
6.55867e+08,0.000257529
6.55883e+08,0.000170164
6.559e+08,0.000274738
6.55917e+08,0.000229057
6.55933e+08,0.000269555
6.5595e+08,0.000293067
6.55967e+08,0.000211103
6.55983e+08,0.000101493
6.56e+08,0.000313608
6.56017e+08,0.000354186
6.56033e+08,0.000329925
6.5605e+08,0.000215486
6.56067e+08,0.000324861
6.56083e+08,9.68024e-05
6.561e+08,9.3784e-05
6.56117e+08,0.000127537
6.56133e+08,6.64272e-05
6.5615e+08,3.10736e-05
6.56167e+08,0.000318157
6.56183e+08,0.000310901
6.562e+08,0.00020986
6.56217e+08,0.000317603
6.56233e+08,0.000288724
6.5625e+08,0.00018637
6.56267e+08,0.000177149
6.56283e+08,0.000230021
6.563e+08,0.000242916
6.56317e+08,0.00027836
6.56333e+08,0.00027789
6.5635e+08,0.000240242
6.56367e+08,0.000159973
6.56383e+08,0.000100982
6.564e+08,9.53658e-05
6.56417e+08,0.000326322
6.56433e+08,0.000447137
6.5645e+08,0.000259146
6.56467e+08,0.000174125
6.56483e+08,0.000234514
6.565e+08,0.000210316
6.56517e+08,8.08661e-05
6.56533e+08,0.00014482
6.5655e+08,0.000259443
6.56567e+08,0.000372322
6.56583e+08,0.000282211
6.566e+08,0.000207728
6.56617e+08,0.000245068
6.56633e+08,0.00034876
6.5665e+08,0.000116319
6.56667e+08,0.000133185
6.56683e+08,0.000219439
6.567e+08,6.93448e-05
6.56717e+08,0.000167709
6.56733e+08,0.000233042
6.5675e+08,0.000275518
6.56767e+08,0.000227358
6.56783e+08,0.000186855
6.568e+08,0.000216945
6.56817e+08,3.9443e-05
6.56833e+08,5.20167e-05
6.5685e+08,8.41964e-05
6.56867e+08,0.0002586
6.56883e+08,0.000279825
6.569e+08,0.000322641
6.56917e+08,0.000314928
6.56933e+08,0.000276114
6.5695e+08,0.000314076
6.56967e+08,0.000356954
6.56983e+08,0.00033904
6.57e+08,0.000310916
6.57017e+08,0.000293499
6.57033e+08,0.000159921
6.5705e+08,0.000182315
6.57067e+08,0.000232417
6.57083e+08,1.81925e-05
6.571e+08,0.00012725
6.57117e+08,0.000193488
6.57133e+08,0.000231064
6.5715e+08,0.000385262
6.57167e+08,0.0006038
6.57183e+08,0.000422301
6.572e+08,0.000293762
6.57217e+08,0.00010705
6.57233e+08,7.47597e-05
6.5725e+08,3.22248e-05
6.57267e+08,0.000136063
6.57283e+08,0.000221608
6.573e+08,0.000214915
6.57317e+08,4.64912e-05
6.57333e+08,0.00014329
6.5735e+08,6.32284e-05
6.57367e+08,0.000124686
6.57383e+08,0.000100901
6.574e+08,0.000201538
6.57417e+08,0.000228154
6.57433e+08,0.000179023
6.5745e+08,0.0001074
6.57467e+08,0.000144351
6.57483e+08,0.000157474
6.575e+08,9.71112e-05
6.57517e+08,3.89011e-05
6.57533e+08,0.000357743
6.5755e+08,0.00040032
6.57567e+08,0.000210215
6.57583e+08,0.000174975
6.576e+08,0.000253514
6.57617e+08,0.000291377
6.57633e+08,4.31137e-05
6.5765e+08,0.000230067
6.57667e+08,0.000303854
6.57683e+08,0.000204606
6.577e+08,5.04273e-05
6.57717e+08,0.000217604
6.57733e+08,7.26169e-05
6.5775e+08,0.000185935
6.57767e+08,0.000372501
6.57783e+08,0.000429109
6.578e+08,0.00026983
6.57817e+08,0.000130046
6.57833e+08,0.000106484
6.5785e+08,6.86887e-06
6.57867e+08,7.9027e-05
6.57883e+08,0.000166682
6.579e+08,0.000324684
6.57917e+08,0.000270579
6.57933e+08,0.00019215
6.5795e+08,0.000298896
6.57967e+08,9.82243e-05
6.57983e+08,0.000270274
6.58e+08,0.000238207
6.58017e+08,0.000189597
6.58033e+08,0.000168792
6.5805e+08,0.00018166
6.58067e+08,0.000297107
6.58083e+08,0.000223977
6.581e+08,0.000244328
6.58117e+08,0.000222425
6.58133e+08,4.92788e-05
6.5815e+08,0.000237406
6.58167e+08,0.000338955
6.58183e+08,0.000238953
6.582e+08,8.48941e-05
6.58217e+08,0.000185132
6.58233e+08,7.4593e-05
6.5825e+08,0.000139808
6.58267e+08,0.000147252
6.58283e+08,0.00016214
6.583e+08,0.00025576
6.58317e+08,0.000283077
6.58333e+08,0.000399757
6.5835e+08,0.000500323
6.58367e+08,0.000357657
6.58383e+08,4.1049e-05
6.584e+08,0.000314611
6.58417e+08,0.000175661
6.58433e+08,0.000368453
6.5845e+08,0.000377181
6.58467e+08,8.0875e-05
6.58483e+08,8.04304e-05
6.585e+08,0.000111779
6.58517e+08,0.000281518
6.58533e+08,0.000234068
6.5855e+08,9.75185e-05
6.58567e+08,4.24724e-05
6.58583e+08,0.000130519
6.586e+08,0.000229659
6.58617e+08,0.000148535
6.58633e+08,0.000244033
6.5865e+08,0.000250565
6.58667e+08,0.00030567
6.58683e+08,0.000304339
6.587e+08,0.000317893
6.58717e+08,0.000350055
6.58733e+08,0.000308607
6.5875e+08,4.18812e-05
6.58767e+08,0.000113259
6.58783e+08,0.000174931
6.588e+08,0.000173907
6.58817e+08,7.17459e-05
6.58833e+08,3.07356e-05
6.5885e+08,9.28096e-05
6.58867e+08,0.000158964
6.58883e+08,4.12135e-05
6.589e+08,0.000281338
6.58917e+08,0.000290683
6.58933e+08,0.000285315
6.5895e+08,0.000355911
6.58967e+08,0.000301897
6.58983e+08,0.000276266
6.59e+08,0.000173814
6.59017e+08,0.000144209
6.59033e+08,0.000162453
6.5905e+08,0.000107356
6.59067e+08,0.000178759
6.59083e+08,4.13651e-05
6.591e+08,0.000133265
6.59117e+08,0.000292186
6.59133e+08,0.000153021
6.5915e+08,0.000156748
6.59167e+08,0.000123122
6.59183e+08,5.23971e-05
6.592e+08,0.000137404
6.59217e+08,0.000213425
6.59233e+08,0.000140496
6.5925e+08,0.000156022
6.59267e+08,0.000151665
6.59283e+08,0.000175807
6.593e+08,0.000238772
6.59317e+08,0.000264131
6.59333e+08,0.00040856
6.5935e+08,0.000388945
6.59367e+08,0.000152705
6.59383e+08,0.000225205
6.594e+08,0.000296723
6.59417e+08,9.02228e-05
6.59433e+08,0.00023457
6.5945e+08,0.000295597
6.59467e+08,0.000206596
6.59483e+08,8.40628e-05
6.595e+08,3.92286e-05
6.59517e+08,0.000116324
6.59533e+08,0.000257893
6.5955e+08,0.000243626
6.59567e+08,0.000115124
6.59583e+08,3.35177e-05
6.596e+08,0.000161029
6.59617e+08,0.000124516
6.59633e+08,2.30969e-05
6.5965e+08,0.00015784
6.59667e+08,0.000182847
6.59683e+08,0.000169657
6.597e+08,0.00012836
6.59717e+08,0.000366421
6.59733e+08,0.000356974
6.5975e+08,0.000267159
6.59767e+08,0.000263306
6.59783e+08,0.000238951
6.598e+08,0.00028936
6.59817e+08,0.00023244
6.59833e+08,0.000192776
6.5985e+08,0.000304267
6.59867e+08,0.000147285
6.59883e+08,0.000164923
6.599e+08,0.000115135
6.59917e+08,7.70558e-05
6.59933e+08,4.84659e-05
6.5995e+08,9.693e-05
6.59967e+08,0.000186603
6.59983e+08,0.000237956
6.6e+08,9.91077e-05
6.60017e+08,0.000207756
6.60033e+08,0.00035025
6.6005e+08,0.000418045
6.60067e+08,0.000265739
6.60083e+08,0.000173814
6.601e+08,0.000246698
6.60117e+08,0.000251341
6.60133e+08,0.000292145
6.6015e+08,0.000190875
6.60167e+08,0.000215607
6.60183e+08,0.000234016
6.602e+08,2.42148e-05
6.60217e+08,0.000157969
6.60233e+08,0.000309724
6.6025e+08,0.000316423
6.60267e+08,0.000213665
6.60283e+08,0.000283495
6.603e+08,0.000287973
6.60317e+08,0.000232269
6.60333e+08,0.000133466
6.6035e+08,0.000184454
6.60367e+08,0.00014736
6.60383e+08,0.00025859
6.604e+08,0.000284709
6.60417e+08,0.000379795
6.60433e+08,0.000316715
6.6045e+08,0.000295945
6.60467e+08,0.000398831
6.60483e+08,0.000337032
6.605e+08,0.000344487
6.60517e+08,0.000373389
6.60533e+08,0.000228374
6.6055e+08,0.000142947
6.60567e+08,0.000204972
6.60583e+08,0.000381915
6.606e+08,0.000309634
6.60617e+08,0.000220116
6.60633e+08,0.000136547
6.6065e+08,0.000189816
6.60667e+08,0.000340818
6.60683e+08,0.000327674
6.607e+08,0.000112218
6.60717e+08,4.1642e-05
6.60733e+08,0.000213422
6.6075e+08,0.000235609
6.60767e+08,0.000190654
6.60783e+08,0.000181242
6.608e+08,0.000110146
6.60817e+08,8.80038e-05
6.60833e+08,0.000102035
6.6085e+08,6.98012e-05
6.60867e+08,2.69597e-05
6.60883e+08,8.0954e-05
6.609e+08,0.000145198
6.60917e+08,0.000246694
6.60933e+08,0.000238646
6.6095e+08,0.000193384
6.60967e+08,5.51204e-05
6.60983e+08,4.63441e-05
6.61e+08,0.000152777
6.61017e+08,1.07194e-05
6.61033e+08,8.05806e-05
6.6105e+08,0.000334079
6.61067e+08,0.000547305
6.61083e+08,0.00054566
6.611e+08,0.000423675
6.61117e+08,0.000246729
6.61133e+08,0.000104386
6.6115e+08,0.000141189
6.61167e+08,0.000194769
6.61183e+08,3.36578e-05
6.612e+08,5.96726e-05
6.61217e+08,0.000279915
6.61233e+08,0.000235092
6.6125e+08,0.000155745
6.61267e+08,0.000146215
6.61283e+08,0.000131836
6.613e+08,0.000234667
6.61317e+08,0.000149512
6.61333e+08,0.000357966
6.6135e+08,0.000248214
6.61367e+08,0.00015785
6.61383e+08,0.00010635
6.614e+08,0.000267414
6.61417e+08,9.83875e-05
6.61433e+08,0.000160384
6.6145e+08,0.000242433
6.61467e+08,0.000224966
6.61483e+08,0.000182787
6.615e+08,0.000269035
6.61517e+08,0.000212702
6.61533e+08,0.000239793
6.6155e+08,0.000289722
6.61567e+08,0.000386475
6.61583e+08,0.000423326
6.616e+08,0.000416093
6.61617e+08,0.000267067
6.61633e+08,0.000171582
6.6165e+08,8.61609e-05
6.61667e+08,0.000265871
6.61683e+08,0.00033982
6.617e+08,0.000222359
6.61717e+08,9.56925e-05
6.61733e+08,0.000189665
6.6175e+08,0.000212484
6.61767e+08,0.000140765
6.61783e+08,0.000193864
6.618e+08,0.000146577
6.61817e+08,7.18922e-05
6.61833e+08,0.00014775
6.6185e+08,0.000209858
6.61867e+08,0.000331973
6.61883e+08,0.000375233
6.619e+08,0.000435518
6.61917e+08,0.000406186
6.61933e+08,0.000112743
6.6195e+08,0.000356721
6.61967e+08,0.000317533
6.61983e+08,0.000136703
6.62e+08,0.000132283
6.62017e+08,7.74805e-05
6.62033e+08,0.000171364
6.6205e+08,0.000113544
6.62067e+08,0.000111496
6.62083e+08,0.000145475
6.621e+08,7.89259e-05
6.62117e+08,0.000273185
6.62133e+08,0.000233381
6.6215e+08,0.000161556
6.62167e+08,0.00020438
6.62183e+08,0.000115633
6.622e+08,0.000109328
6.62217e+08,4.75194e-05
6.62233e+08,0.00026414
6.6225e+08,0.000397914
6.62267e+08,0.000460054
6.62283e+08,0.000442686
6.623e+08,0.000110359
6.62317e+08,0.000177585
6.62333e+08,0.000253116
6.6235e+08,0.000198358
6.62367e+08,0.00022184
6.62383e+08,0.000138818
6.624e+08,7.86375e-05
6.62417e+08,0.000188479
6.62433e+08,0.000276929
6.6245e+08,0.000199107
6.62467e+08,0.000183927
6.62483e+08,0.000131443
6.625e+08,0.000405662
6.62517e+08,0.000488747
6.62533e+08,0.00030591
6.6255e+08,0.000188606
6.62567e+08,0.000247856
6.62583e+08,0.000225933
6.626e+08,6.64754e-05
6.62617e+08,0.000103862
6.62633e+08,0.00013881
6.6265e+08,6.44718e-05
6.62667e+08,0.000101287
6.62683e+08,9.58367e-05
6.627e+08,7.86204e-05
6.62717e+08,0.000175126
6.62733e+08,0.000292913
6.6275e+08,6.12079e-05
6.62767e+08,1.38816e-05
6.62783e+08,0.000161039
6.628e+08,0.000211816
6.62817e+08,2.18003e-05
6.62833e+08,0.000346732
6.6285e+08,0.00034745
6.62867e+08,7.11481e-05
6.62883e+08,0.000198169
6.629e+08,0.000228128
6.62917e+08,0.000285377
6.62933e+08,0.000180891
6.6295e+08,3.77278e-05
6.62967e+08,0.000312347
6.62983e+08,0.00046905
6.63e+08,0.000312622
6.63017e+08,0.000138579
6.63033e+08,0.000139498
6.6305e+08,0.000269779
6.63067e+08,0.000325108
6.63083e+08,0.000329538
6.631e+08,0.000389822
6.63117e+08,0.000318083
6.63133e+08,7.44656e-05
6.6315e+08,0.000110458
6.63167e+08,0.000203659
6.63183e+08,0.000222889
6.632e+08,5.69875e-05
6.63217e+08,0.000376582
6.63233e+08,0.000515533
6.6325e+08,0.000429437
6.63267e+08,0.000284662
6.63283e+08,0.000262165
6.633e+08,0.000137408
6.63317e+08,0.000272318
6.63333e+08,0.000111962
6.6335e+08,4.617e-05
6.63367e+08,9.9949e-05
6.63383e+08,0.000106219
6.634e+08,0.000106108
6.63417e+08,9.87636e-05
6.63433e+08,0.000199823
6.6345e+08,0.000311579
6.63467e+08,0.000225592
6.63483e+08,0.000112787
6.635e+08,0.000102942
6.63517e+08,0.000158212
6.63533e+08,0.000235788
6.6355e+08,0.000318306
6.63567e+08,0.000226558
6.63583e+08,0.000335987
6.636e+08,0.000312975
6.63617e+08,0.000196638
6.63633e+08,0.000116983
6.6365e+08,0.000204901
6.63667e+08,0.000253306
6.63683e+08,0.000211953
6.637e+08,9.07975e-05
6.63717e+08,0.000246835
6.63733e+08,0.000252928
6.6375e+08,0.000246176
6.63767e+08,0.000144029
6.63783e+08,7.60505e-05
6.638e+08,3.33591e-05
6.63817e+08,8.82828e-05
6.63833e+08,8.78331e-05
6.6385e+08,0.000185396
6.63867e+08,0.000413499
6.63883e+08,0.000561144
6.639e+08,0.000508829
6.63917e+08,0.000375026
6.63933e+08,0.000166067
6.6395e+08,0.000170956
6.63967e+08,0.000326997
6.63983e+08,0.000183481
6.64e+08,0.00040529
6.64017e+08,0.000263879
6.64033e+08,0.000211174
6.6405e+08,0.000282944
6.64067e+08,0.000102738
6.64083e+08,0.000129632
6.641e+08,0.000493235
6.64117e+08,0.000526003
6.64133e+08,0.000268809
6.6415e+08,0.000145407
6.64167e+08,0.000220781
6.64183e+08,0.000288134
6.642e+08,0.000177171
6.64217e+08,0.000133547
6.64233e+08,0.000218026
6.6425e+08,0.000206661
6.64267e+08,0.000434651
6.64283e+08,0.000312263
6.643e+08,0.000212808
6.64317e+08,0.000379095
6.64333e+08,0.000228515
6.6435e+08,4.83532e-05
6.64367e+08,8.76799e-05
6.64383e+08,0.000100684
6.644e+08,0.000242458
6.64417e+08,0.00030214
6.64433e+08,0.000179658
6.6445e+08,0.000107384
6.64467e+08,0.000128452
6.64483e+08,0.000169028
6.645e+08,4.27201e-05
6.64517e+08,0.000144703
6.64533e+08,7.5416e-05
6.6455e+08,0.000126255
6.64567e+08,0.0001506
6.64583e+08,0.000188643
6.646e+08,0.000203454
6.64617e+08,0.000228719
6.64633e+08,0.000421512
6.6465e+08,0.000320809
6.64667e+08,3.65809e-05
6.64683e+08,5.21392e-05
6.647e+08,0.000112912
6.64717e+08,3.25635e-05
6.64733e+08,9.79379e-05
6.6475e+08,0.000215951
6.64767e+08,0.000216433
6.64783e+08,9.70572e-05
6.648e+08,4.75636e-05
6.64817e+08,0.000157552
6.64833e+08,0.000104877
6.6485e+08,0.000147045
6.64867e+08,0.000123532
6.64883e+08,0.000293604
6.649e+08,0.000308907
6.64917e+08,0.000177544
6.64933e+08,7.88025e-05
6.6495e+08,5.09133e-05
6.64967e+08,0.000140346
6.64983e+08,0.000153955
6.65e+08,0.000177332
6.65017e+08,7.81922e-05
6.65033e+08,4.99944e-05
6.6505e+08,9.44871e-05
6.65067e+08,0.000164386
6.65083e+08,0.000206376
6.651e+08,0.000319009
6.65117e+08,0.000185091
6.65133e+08,0.000220042
6.6515e+08,6.67591e-05
6.65167e+08,5.00663e-05
6.65183e+08,1.96343e-05
6.652e+08,0.00020449
6.65217e+08,0.000271636
6.65233e+08,0.000283425
6.6525e+08,0.000230366
6.65267e+08,6.83159e-05
6.65283e+08,0.000217942
6.653e+08,0.000210514
